n,checks,scaled,exact_risk,asymptotic_risk
64,27,-1.1019263034833813,0.7830837402597607,0.7663807774294498
64,28,-0.9769263034833813,0.7529280393996657,0.7403784900056141
64,29,-0.8519263034833813,0.7213567971110877,0.7129575935814471
64,30,-0.7269263034833813,0.6886419983681585,0.6842365729057471
64,31,-0.6019263034833813,0.6550692414268485,0.6543575618816839
64,32,-0.4769263034833813,0.6209293426252138,0.6234844295066673
64,33,-0.3519263034833813,0.5865105098847028,0.5918001891438468
64,34,-0.22692630348338128,0.5520913573286851,0.5595037953972739
64,35,-0.10192630348338128,0.5179349499401489,0.5268064201942331
64,36,0.023073696516618725,0.484283986921212,0.49392732343467133
64,37,0.14807369651661872,0.4513571601627118,0.4610894523594785
64,38,0.2730736965166187,0.4193466630884764,0.4285149164993408
64,39,0.3980736965166187,0.3884167766997217,0.396420490930134
64,40,0.5230736965166187,0.35870342423971885,0.3650132992247566
